fseq,name,kcal,carb,prt,fat
470,사골돼지전골,627.64996,19.015999,87.7315,20.5975
471,우삼겹덮밥,337.51,32.1934,33.882095,8.247001
472,반반김치찌개,1257.8999,69.90101,99.467,65.2845
473,돼지고기피망잡채,637.69995,14.974999,33.426003,49.45
474,해쉬포테이토,512.4,90.845,13.537499,9.3615
475,돼지고기달걀장조림,2050.7,211.632,188.269,47.18
476,맥반석달걀,489.6,2.844,46.475998,29.7
477,취나물무침,486.59,32.129,12.612499,36.1755
478,머쉬룸 바질페스토 파스타,756.30005,124.401,22.275002,21.0
479,파프리카 치즈 달걀찜,433.8,18.853,33.107,24.038002
480,마늘 멸치볶음,833.0,73.8285,82.6825,21.82
481,중화 비빔밥,929.44,101.2861,58.9004,29.7194
482,전자레인지치킨,2305.86,287.01764,175.84401,49.561905
483,쟁반짜장면,3312.4,362.976,141.0625,140.25851
484,두두콩국수,935.7,114.73599,51.156998,27.264002
485,목살 스테이크 샐러드,1289.35,69.361,87.579506,71.479996
486,양파스프,575.39996,56.751,29.855999,27.541
487,매운돼지장떡,4173.95,774.1369,142.40201,36.291
488,갈치구이,1052.6,75.92,83.8,40.98
489,애호박칼국수,541.5,103.485,22.04,2.2250001
490,버섯탕수,989.51996,215.273,26.2076,1.8571
491,어묵국수,783.35004,135.6515,38.6025,6.5949993
492,삼겹앤칩스,1223.7,62.62749,43.588997,89.6015
493,마늘 닭강정,1055.8,125.71851,98.750496,15.128999
494,볶음쌀국수,1347.1998,237.34196,65.52301,14.800001
495,고등어묵은지조림,1768.25,56.5415,177.3255,88.1
496,돌솥비빔밥,690.14996,131.2005,23.665,7.341
497,에그프리타타,1221.7,47.690502,56.026497,89.827
498,어묵콩나물볶음,542.08997,58.6706,24.131998,25.4491
499,감잣국,201.19998,35.162502,11.316,3.15
500,감자베이컨전,312.85,48.335503,11.655001,8.64
501,차돌강된장,338.8,14.856001,45.556,10.296001
502,두부강정,473.94998,53.354,33.255497,14.775001
503,달걀샌드위치,1031.2999,25.231499,43.851498,81.852005
504,버섯밥,440.44998,64.106995,11.613,15.529499
505,치즈해시브라운,776.05005,86.5263,36.264297,30.837702
506,머쉬룸크림파스타,865.2,147.472,17.92,28.479
507,두부무침,923.70996,58.6639,41.581497,59.455803
508,마카로니샐러드,1519.41,189.10458,27.666,72.778
509,마약토스트,500.84998,115.48351,5.505,6.6450005
510,온메밀국수,1390.4999,235.519,92.11299,23.443
511,삼겹살피자,1506.7,70.448,91.90199,92.801994
512,삼겹살 야채볶음,776.82,28.2633,36.4347,58.660995
513,병아리콩 동그랑땡,59.55,11.4065,2.4569998,0.6185
514,버터치즈후라이,345.1,29.4751,21.3046,17.467201
515,버섯스크램블,476.0,62.334003,26.289999,20.012001
516,가지피자,1187.85,62.843002,61.737,79.935
517,달걀샐러드,536.97,22.469301,24.4327,39.146
518,병아리콩 샐러드,945.30005,116.765,30.368002,39.026
519,고등어버터구이,647.3,50.701004,46.957005,31.425999
520,갓김치삼겹살찜,2300.88,62.723602,122.7948,173.541
521,렌틸콩 카레라이스,903.30005,165.95401,41.235,22.496
522,콘치즈식빵,810.02,44.869602,32.887,55.086998
523,삼겹살초밥,597.92,59.7596,21.8156,29.067999
524,고추장어묵볶음,800.7001,133.911,38.775997,14.962
525,렌틸콩 파스타,1124.1,206.34,45.405,13.730001
526,콩나물 코다리찜,1557.0,51.576004,292.002,18.029999
527,치즈뚝배기파스타,1467.55,119.628,77.003,75.362
528,고등어 무 조림,1335.7699,56.4226,114.10899,71.43499
529,팟 가파오,498.1,29.5325,39.941505,23.9385
530,감바스,1906.25,20.182,36.862,181.9235
531,달걀조림,530.74994,25.082901,33.113297,32.1926
532,마늘빵과 알리오올리오,1658.6799,277.2725,39.2104,49.507698
533,참치 김말이 튀김,1086.05,153.9525,55.6465,27.113
534,하와이안쉬림프,496.0,72.596,47.955,6.158
535,시리얼프렌치토스트,1947.6,289.047,51.661,64.679
536,얼큰해물짬뽕우동,519.8,73.74701,40.594,4.602
537,얼갈이 된장국,424.95,27.991,41.564503,16.9825
538,황태무채국,1256.3401,33.418,167.52008,49.4206
539,굴샐러드,572.85,52.6855,19.49,33.6
540,전복죽,2174.75,351.02997,62.223,50.6675
541,양파덮밥,229.29999,13.982001,19.493,10.000001
542,돼지안심 스테이크,375.0,15.086,57.150997,9.499999
543,가지된장덮밥,700.14,64.5926,16.028399,41.982998
544,병아리콩 강정,394.30002,68.624,17.270601,5.66
545,쌈장열무비빔밥,859.7,74.745,28.997002,47.603996
546,항정살 명란덮밥,1258.9,100.2875,112.0735,43.276
547,해물 순두부,661.47003,36.6565,94.061005,13.678
548,치킨치즈오븐스파게티,1263.5,150.27998,103.95999,26.25
549,중국식 감자채볶음,81.5,18.595001,2.676,0.085
550,목이버섯 볶음,141.5,12.4325,2.7935,10.221499
551,오징어밥,339.4,51.652004,25.665,2.16
552,달걀 순두부국,394.8,11.664001,47.185,16.515
553,바지락 순두부 찌개,437.65002,17.9605,38.0125,23.386501
554,치즈 베이컨 포테이토,3301.0,33.072998,39.902,338.48102
555,매콤새콤 단무지무침,237.12999,54.458397,5.1963,2.0379999
556,레몬 크림 새우,2879.4001,244.602,84.10551,167.64749
557,바지락 칼국수,949.54004,148.7802,65.461006,5.582
558,김치어묵우동,718.8,108.884,32.9055,17.4125
559,새우로제파스타,1237.7,155.317,50.560997,41.756
560,렌틸콩 국수,1510.9,252.35199,69.383,23.921501
561,하야시라이스,199.1,26.57,12.110001,5.7070003
562,버터연유시나몬 바게트,327.19998,65.880005,8.636,3.913
563,오이양파무침,93.37,21.028599,3.2545002,0.472
564,참치샐러드 또띠아쌈,1065.7499,67.55,42.4965,70.726006
565,골뱅이비빔국수,642.15,100.21101,46.6435,9.5205
566,수플레오믈렛,322.05002,27.8055,20.717999,13.620001
567,호두밥,1854.4,250.254,38.675,75.14
568,꽃게탕,610.71,58.5998,81.884705,8.124
569,배추국물떡볶이,907.50006,207.194,22.325,2.358
570,나폴리탄 파스타,1339.0,198.152,38.751,43.665
571,토마토 미트 파스타,617.60004,99.06149,19.3245,12.665501
572,간장물갈비,3282.05,295.79144,152.51501,152.416
573,연두부크림치즈딥,1118.8899,55.3681,18.5936,93.660194
574,계란말이김밥,1780.45,138.365,58.149,111.52051
575,바나나쉐이크,491.4,82.097,15.094999,13.78
576,베이컨덮밥,625.1,70.798004,22.917002,28.615
577,새송이버섯 조림,173.95001,38.506,11.422501,0.52900004
578,봉골레파스타,989.46,92.0929,32.5736,47.8735
579,김치콩나물죽,441.3,75.29,21.757,5.603
580,오트밀 바나나 죽,758.1,134.07701,24.590998,15.932999
581,소고기미역국,1082.6001,24.858002,52.036003,85.103
582,동태국,1432.9501,95.15599,204.06549,28.175
583,육개장,642.06,50.9926,35.4396,34.8035
584,크림 파스타,1297.7999,100.83051,33.502,85.468994
585,발사믹드레싱의 그린샐러드,482.51,12.707601,4.1528,45.732
586,불고기 라이스 샐러드,894.78,76.165405,27.302,51.708
587,누꼴라 피자,234.55,25.085001,15.22,9.165
588,아지타마고덮밥,708.39996,121.59,28.305,13.356002
589,매콤홍합스튜,800.21,86.3153,48.947098,19.5786
590,버섯무침,262.0,17.519001,9.877,21.301
591,쇠고기얼갈이해장국,1416.15,93.647,93.858505,81.725006
592,어니언스테이크,1149.9,45.323,50.542,83.562
593,찹스테이크,1076.0499,55.8135,39.014996,63.889996
594,도토리묵 무침,790.19995,136.78299,14.966,23.562
595,쉬림프에그인헬,777.25,35.8988,75.5896,34.951202
596,메밀김치전,1615.3501,277.69543,66.735596,23.351501
597,김치말이찜,432.5,11.76,36.385002,25.69
598,소고기카레볶음밥,768.35,64.725006,24.873499,44.526497
599,갑오징어양배추볶음,722.55,50.5366,68.5584,27.578001
600,치즈오븐스파게티,942.30005,147.97397,41.342003,21.594
601,중국식계란스프,502.5,58.704002,31.729498,15.791001
602,소고기표고버섯죽,459.61002,84.1642,12.476,7.9456997
603,낙지야채볶음밥,355.5,42.280502,19.954,10.926499
604,허니버터고구마스틱,585.65,120.33151,5.4630003,12.1575
605,해물잡탕밥,972.93994,56.2663,82.0949,44.8589
606,만둣국,534.7,61.9975,29.191502,18.6225
607,라이언 볶음밥,631.6,67.16501,32.516,24.278002
608,토마토홍합찜,540.94995,58.167,37.184,19.962
609,찹쌀리조토,889.69,193.63737,18.542398,5.3524003
610,삼겹살파스타,1442.1,101.852,32.884,100.02
611,알리오올리오라이스,850.6,63.088,8.1645,61.293
612,김치오코노미야끼,1249.8,181.49948,41.8415,34.444
613,사과비빔국수,1067.9601,184.79192,20.636,27.700298
614,에그 그라탱,430.96002,14.032601,32.6136,27.3936
615,흰쌀밥,183.0,39.37,3.405,0.525
616,현미밥,178.5,37.96,3.6649997,1.115
617,잡곡밥,179.0,36.7,4.895,1.045
618,토마토홍합찜,540.94995,58.167,37.184,19.962
619,찹쌀리조토,889.69,193.63737,18.542398,5.3524003
620,삼겹살파스타,1442.1,101.852,32.884,100.02
621,알리오올리오라이스,850.6,63.088,8.1645,61.293
622,김치오코노미야끼,1249.8,181.49948,41.8415,34.444
623,사과비빔국수,1067.9601,184.79192,20.636,27.700298
624,에그 그라탱,430.96002,14.032601,32.6136,27.3936
625,흰쌀밥,549.0,118.11,10.215,1.5749999
626,현미밥,535.5,113.88,10.995,3.3449998
627,잡곡밥,537.0,110.10001,14.685,3.135
628,갈비찜,462.00003,37.802998,49.596,11.8619995
